round,loss,dice_WT,dice_TC,dice_ET
1,1.3935924172401428,0.010012672748416662,0.0006840246787760407,0.0
2,1.2767812013626099,,,
3,1.2169274687767029,0.037476519122719765,0.005924199242144823,0.0
4,1.1534180045127869,,,
5,1.116191804409027,0.04517793841660023,0.008872345555573702,0.0
