round,loss,dice_WT,dice_TC,dice_ET
1,1.2140322923660278,0.04045907407999039,0.00569203938357532,0.006783873308449984
2,1.1244014501571655,,,
3,1.0621213912963867,0.08542657271027565,0.00690168933942914,0.007849321002140641
4,0.997404545545578,,,
5,0.9452256858348846,0.10370872169733047,0.018229310400784016,0.024938970804214478
