round,loss,dice_WT,dice_TC,dice_ET
1,1.6439633667469025,0.1323952386296875,0.02460813602384191,0.0011136916439607398
2,1.756672203540802,0.12727801831398575,0.015894291127298774,0.00965435056203516
3,1.647722989320755,0.18480452718161253,0.029187206016284876,0.01441080131200725
4,1.450625628232956,0.2560128735935219,0.03846988538641381,0.0009388565641919297
5,1.5530580878257751,0.2650861520862174,0.04138220748369924,0.03449309405917943
