round,loss,dice_WT,dice_TC,dice_ET
1,1.517189860343933,0.008072213968262076,0.0009619026095606387,0.0008871657191775739
2,1.5323160886764526,,,
3,1.5150511264801025,0.008072213968262076,0.000961010402534157,0.015921843238174915
4,1.6401492953300476,,,
5,1.568595051765442,0.0080728679895401,0.0009372920321766287,0.0008703219937160611
