round,loss,dice_WT,dice_TC,dice_ET
1,1.13706773519516,0.06861087121069431,0.007070184452459216,0.005312166875228286
2,1.0309220552444458,,,
3,0.9387740790843964,0.08086637407541275,0.0386951994150877,0.08511951565742493
4,0.8897976875305176,,,
5,0.8279998004436493,0.08582872897386551,0.1657377853989601,0.17989778518676758
