round,loss,dice_WT,dice_TC,dice_ET
1,1.491133451461792,0.008591740392148495,0.0031355812679976225,0.0031355812679976225
2,6.662297248840332,0.007552687544375658,0.0,0.0
3,2.995512843132019,0.007552687544375658,0.0008662112522870302,0.0007078952621668577
4,1.9621562361717224,0.0073841894045472145,0.0011942440178245306,0.0011489304015412927
5,2.9720771312713623,0.05549212172627449,0.0,0.0
